"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI"
"128","VILLAGE VINAYAKIA, JODHPUR (HIRALAL
KUMHAR)","RAJASTHAN","GROUNDWATER",26.4,7,2000,1.7,3.2,3,7,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"129","VILLAGE VINAYAKIA,
JODHPUR (BADRI KUMHAR)","RAJASTHAN","GROUNDWATER",27.6,7.3,2500,1.2,4.2,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"130","VILLAGE VINAYAKIA, JODHPUR (HUKUM SINGH
RATHORE)","RAJASTHAN","GROUNDWATER",27,7.4,6400,2.1,15,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"131","NEAR UIT BRIDGE, UDAIPUR","RAJASTHAN","GROUNDWATER",24,7.4,760,1.1,1.8,3,3,2016,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"132","NEW FATEHPURA, 200 FT.FROM PANCHWATI
NALLAH, UDAIPUR","RAJASTHAN","GROUNDWATER",24,7.1,1590,1.9,0.8,3,3,2016,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"133","NEAR ARVIND GENERAL STORE, ALOO FACTORY, KACCHI BASTI, SARDARPURA,
UDAIPUR","RAJASTHAN","GROUNDWATER",24,7.2,1260,1.5,0.5,3,3,2016,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"134","NEAR RANA PRATAP NAGAR,
RAILWAY STATION, UDAIPUR","RAJASTHAN","GROUNDWATER",24,7.1,1780,1.4,2.6,3,3,2016,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"135","HOTEL ORIENT PLACE,
SUBHAS NAGAR, UDAIPUR","RAJASTHAN","GROUNDWATER",24,7.1,1190,1.2,2.8,3,4,2016,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"136","IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION AMER
ROAD, JAIPUR","RAJASTHAN","GROUNDWATER",28,7.1,630,1,2,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"137","NEAR SHREE KALYANESHWAR MAHADEV TEMPLE, JAI SINGH PURA
KHURD, JAIPUR.","RAJASTHAN","GROUNDWATER",27,7.2,830,0.7,5.6,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"138","NEAR FOJI NAGAR, KACCHI
BASTI, AMBABARI, JAIPUR.","RAJASTHAN","GROUNDWATER",27,7.9,390,0.8,8.4,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"139","NEAR SAMSHAN VISHWAKARMA NAGAR,
MAHARANIFARM, JAIPUR","RAJASTHAN","GROUNDWATER",26,7.9,1220,1.1,5.6,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"140","NEAR GANDHI BHWAN,
AJMER","RAJASTHAN","GROUNDWATER",26,7.5,1240,1.8,1.3,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"141","OPPOSITE PRIVATE BUS
STAND, AJMER","RAJASTHAN","GROUNDWATER",26,7.4,1800,1.2,2.8,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"142","NEAR 9 NO. PETROL PUMP, NEAR ADARSH NAGAR GATE,
AJMER","RAJASTHAN","GROUNDWATER",25,7.6,1360,1.9,0.9,3,4,2016,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"143","NEAR KHANPURA TALAB,
AJMER","RAJASTHAN","GROUNDWATER",26,8.1,350,1.8,1.3,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"144","WELL INFRONT OF SINGHANA POLICE STATION,
SINGHANA, JHUNJHUNU","RAJASTHAN","GROUNDWATER",26,7.4,3800,2.2,3.1,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"145","WELL OF SH MNAGAL CHAND MEENA, MANPUR
MACHERI, JAIPUR","RAJASTHAN","GROUNDWATER",26,8.2,720,1,2.3,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"146","WELL OF SH MOOL CHAND RAIGER, MANPUR MACHERI,
JAIPUR","RAJASTHAN","GROUNDWATER",26,7.3,780,1.3,3.4,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"147","WELL OF RIICO AT LEATHER COMPLEX, MANPUR
MACHERI, JAIPUR","RAJASTHAN","GROUNDWATER",27,7.6,1100,1.2,1.8,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"148","WELL AT INDIA PUBLIC SCHOOL, MANPUR
MACHERI, JAIPUR","RAJASTHAN","GROUNDWATER",27,7.6,640,1,0.4,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"149","SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI RIVER BRIDGE, PALI BYE PASS
ROAD, PALI","RAJASTHAN","GROUNDWATER",24,7.8,6900,4,2.9,3,3,2016,60,100,0,80,100,100,10.2,17,10.4,0,22,22,81.6
"150","SHRI GIRDHARI SINGH RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD,
PALI","RAJASTHAN","GROUNDWATER",23,8,5600,3.9,3.1,3,3,2016,60,100,0,80,100,100,10.2,17,10.4,0,22,22,81.6
"151","SH. POL SINGH PUROHIT,
VILLAGE PUNAYATA, PALI","RAJASTHAN","GROUNDWATER",23,7.7,3400,2.5,2.4,3,3,2016,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"152","SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA ROAD, OPP.
VILLAGE MANDIA, PALI","RAJASTHAN","GROUNDWATER",22,8.1,3100,3,3.2,3,3,2016,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2
"153","M/S SPECIALTY SILICA LTD., MIA ALWAR AGRO FOOD
PARK, ALWAR","RAJASTHAN","GROUNDWATER",27,7.3,900,1.4,1.4,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"154","RIICO TUBE WELL, RIA,
BEHROR","RAJASTHAN","GROUNDWATER",27,7.1,1720,1.2,2,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"155","RIICO TUBE WELL, RIA,
NEEMRANA","RAJASTHAN","GROUNDWATER",28,7.5,2200,1.1,1.5,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"156","RIICO TUBE WELL, RIA,
SOTANALA","RAJASTHAN","GROUNDWATER",28,7.5,2700,2,3.1,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"157","RIICO TUBE WELL, RIA,
SHAHJAHANPUR","RAJASTHAN","GROUNDWATER",27,7.5,3200,1.4,4.2,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"158","VILLAGE AGYARA, TEHSIL-
RAMGARH, ALWAR","RAJASTHAN","GROUNDWATER",27,8.2,1500,1.3,1.8,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"159","VILLAGE BAGER MEO,
TEHSIL- RAMGARH, ALWAR","RAJASTHAN","GROUNDWATER",28,7.4,3100,1.4,2.8,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"160","SUJAN GANGA, BHARATPUR","RAJASTHAN","GROUNDWATER",16,8.2,7800,22.1,3.7,75,210,2016,80,100,0,60,100,60,13.6,17,7.8,0,22,13.2,73.6
"161","WELL OF RAM CHANDRA DEWRA, VILLAGE- SANGARIA, JODHPUR,
RAJASTHAN","RAJASTHAN","GROUNDWATER",27.3,7.6,20000,2.8,9.8,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"162","WELL OF BIRMA RAM PATEL,
SALAWAS, JODHPUR","RAJASTHAN","GROUNDWATER",27.8,7.4,700,2.3,1.5,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"163","WELL OF GIRDHARI RAM MEGHWAL, VILLAGE-
NANDWAN, JODHPUR","RAJASTHAN","GROUNDWATER",28.1,6.9,12000,2.8,12,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"164","TUBE WELL OF GIRDHARI
LAL, BHITUJA","RAJASTHAN","GROUNDWATER",27,7.5,15400,1.8,8,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"165","CWR OF PHED, BHITUJA","RAJASTHAN","GROUNDWATER",26,7.5,8100,3.6,9.2,3,3,2016,40,100,0,80,100,100,6.8,17,10.4,0,22,22,78.2
"166","WELL OF PEMA RAM MALI,
BHITUJA","RAJASTHAN","GROUNDWATER",28,8,5800,1.9,9.2,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"167","WELL OF BABULAL UKKAD JI MALI, SAKARNA BERA,
BALOTRA, , JODHPUR","RAJASTHAN","GROUNDWATER",29,8,15400,1.9,8,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"168","WELL OF BHIKSINGH S/O
AMAR SINGH PUROHIT,","RAJASTHAN","GROUNDWATER",28,8.1,13200,1.2,3.6,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"169","WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA BERA,
BALOTRA, JODHPUR","RAJASTHAN","GROUNDWATER",29,7.8,11600,2.3,5.1,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"170","WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF
BRIDGE LUNI, BALOTRA","RAJASTHAN","GROUNDWATER",28,7.9,1800,1.4,1.9,3,4,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"171","BORE WELL SH. PREM CHAND, VILLAGE PHALSHA
MODE RIA CHOPNADI","RAJASTHAN","GROUNDWATER",27,6.8,900,1.8,1.4,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"172","BORE WELL SH. UMESH KUMAR S/O SH. HORIDWARI
RAM 3A-16 UIT, BHUTIJA","RAJASTHAN","GROUNDWATER",26,7.4,1900,1.6,1.8,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"173","BORE WELL SH. BHRAM JEET
SERVICE STATION, BHIWADI","RAJASTHAN","GROUNDWATER",26,6.9,1900,1.6,1.7,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"174","BORE WELL M/S R.C. PALACE
HOTEL, BHIWADI","RAJASTHAN","GROUNDWATER",27,7.6,1080,1.7,1.5,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"175","BORE WELL OFFICE OF RAJ.
HOUSING BOARD, BHIWADI","RAJASTHAN","GROUNDWATER",26,7.3,1030,2,1.4,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"176","BORE WELL OF M/S MODERN PUBLIC SCHOOL,
BHIWADI","RAJASTHAN","GROUNDWATER",28,7.8,1900,2.2,1.8,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"177","HAND PUMP NEAR NEVTA TIRAHA, NEVTA DAM,
SANGANER, JAIPUR","RAJASTHAN","GROUNDWATER",27,7.8,2400,0.8,2.1,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"178","COLLECTOR WELL AT THIRUPUVANAM FOR MADURAI WAT. SUPPLY
SCHEME","TAMILNADU","GROUNDWATER",38,6.8,1390,3.7,0,2,4,2016,0,100,0,80,100,100,0,17,10.4,0,22,22,71.4
"179","WELL AT PEDDAVOORA","ANDHRAPRADESH","GROUNDWATER",26,7.5,1153,2,0.2,2,18,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"180","B/W. - NAGARAM(V), PALVONCHA, KHAMMAM
DIST.","ANDHRAPRADESH","GROUNDWATER",19,7.9,1643,2,0,4,15,2016,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2
"181","B/W - SRI RAMNAGAR COLONY, SAKKAR NAGAR,
BODHAN, NIZAMABAD DIST.","ANDHRAPRADESH","GROUNDWATER",26,7.9,2050,3,0.5,4,15,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"182","B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR
(M), NALGONDA DIST.","ANDHRAPRADESH","GROUNDWATER",22,8,2035,2,0.5,6,40,2016,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8
"183","GROUND WATER QUALITY
STATION SARDARNAGAR","UTTARPRADESH","GROUNDWATER",19,6.9,992,3.9,3.1,70,150,2016,80,100,0,80,100,60,13.6,17,10.4,0,22,13.2,76.2
"184","GROUND WATER QUALITY
STATION CAPTANGANJ","UTTARPRADESH","GROUNDWATER",22,7,736,3.3,2.5,60,110,2016,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8
"185","GORAKHPUR INDUSTRIAL DEVELOPMENT AUTHORITY
AREA (GIDA), GORAKHPUR","UTTARPRADESH","GROUNDWATER",20,7.9,492,2.4,0.4,40,80,2016,80,100,0,100,100,60,13.6,17,13,0,22,13.2,78.8
"186","NEAR M/S KUMAR INTER NATIONAL LAKDI FAZALPUR,
DELHI ROAD, MORADABAD","UTTARPRADESH","GROUNDWATER",24.5,7.2,240,1,0,0,35,2016,60,100,40,100,100,80,10.2,17,13,3.44,22,17.6,83.24
"187","NEAR IOC REFINERY HALDIA","WEST BENGAL","GROUNDWATER",32,7.2,2450,0.7,0.3,7,11,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"188","KALYANI INDUSTRIAL AREA, NADIA","WEST BENGAL","GROUNDWATER",28,7.4,996,0.7,0.9,0,0,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"189","BARSAT MUNICIPALITY NORTH 24-P","WEST BENGAL","GROUNDWATER",28,7,735,0.1,0.2,0,0,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"190","TANGRA, CALCUTTA","WEST BENGAL","GROUNDWATER",30,7.2,1930,0.9,0.2,4,9,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"191","DHAPA CALCUTTA","WEST BENGAL","GROUNDWATER",29,7,1780,1.7,0.1,1,5,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"192","NEAR GALVANISATION UNIT,
HOWRAH","WEST BENGAL","GROUNDWATER",30,7.1,1410,1.6,0.1,4,13,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"193","INSIDE KOLKATA LEATHER
COMPLEX","WEST BENGAL","GROUNDWATER",29,7.1,1470,1.3,0.1,50,70,2016,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"194","INSIDE TATA METALIKS,
KHARAGPUR","WEST BENGAL","GROUNDWATER",31,7.1,370,0.5,0,11,22,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"195","FULBARI BARRAGE","WEST BENGAL","GROUNDWATER",21,6.3,116,0.6,0.2,50,130,2016,60,80,80,100,100,60,10.2,13.6,13,6.88,22,13.2,78.88
"196","NALHATI RAILWAY STATION OF
BIRBHUM","WEST BENGAL","GROUNDWATER",24,7,816,0.8,1.3,400,800,2016,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"197","AMTOLA ON DIAMOND HARBOUR
ROAD, 24 PARGANAS (S)","WEST BENGAL","GROUNDWATER",28,6.9,929,0.9,0.5,9,16,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"198","BEAS  U/S MANALI","HIMACHALPRADESH","RIVERWATER",25,7.8,194,1.2,0.2,130,840,2016,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"199","BEAS D/S MANALI","HIMACHALPRADESH","RIVERWATER",5,7,88,0.1,0,11,70,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"200","BEAS U/S KULLU","HIMACHALPRADESH","RIVERWATER",5,6.8,92,0.1,0,11,94,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"201","BEAS  D/S KULU","HIMACHALPRADESH","RIVERWATER",24,4.3,205,0.4,0.5,2,0,2016,60,60,60,100,100,100,10.2,10.2,13,5.16,22,22,82.56
"202","BEAS  D/S AUT","HIMACHALPRADESH","RIVERWATER",23,6.9,76,2,0.1,8,70,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"203","BEAS  EXIT OF TUNNEL
DEHAL POWER HOUSE","HIMACHALPRADESH","RIVERWATER",24,7.3,110,2,0.1,140,350,2016,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28
"204","BEAS U/S MANDI","HIMACHALPRADESH","RIVERWATER",10,7.2,92,0.1,0,11,94,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"205","BEAS  D/S MANDI","HIMACHALPRADESH","RIVERWATER",10,7.2,121,0.1,0,17,130,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"206","BEAS  D/S JAISINGHPUR","HIMACHALPRADESH","RIVERWATER",13,7,165,0.3,0,6,170,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"207","BEAS  D/S ALAMPUR","HIMACHALPRADESH","RIVERWATER",15,6.7,167,0.4,0,5,140,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"208","BEAS  D/S PONG DAM","HIMACHALPRADESH","RIVERWATER",14,7.4,165,0.1,0,6,130,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"209","BEAS AT TALWARA H/W","PUNJAB","RIVERWATER",12,7.3,192,0.4,0.4,70,110,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"210","BEAS U/S PATHANKOT","PUNJAB","RIVERWATER",12,7,214,0.4,0.7,84,210,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"211","BEAS D/S PATHANKOT","PUNJAB","RIVERWATER",11,7.1,270,0.8,1.2,94,330,2016,100,100,40,100,100,60,17,17,13,3.44,22,13.2,85.64
"212","BEAS AT 1KM.D/S OF EFFL.
DISH. POINT AT MUKERIAN","PUNJAB","RIVERWATER",10,7,296,2.2,1.4,170,430,2016,100,100,40,100,100,60,17,17,13,3.44,22,13.2,85.64
"213","BEAS AT G.T.ROAD UNDER
BDG. NEAR KAPURTHALA","PUNJAB","RIVERWATER",11,7.2,198,0.7,0,110,260,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"214","BEAS U/S GOINDWAL","PUNJAB","RIVERWATER",12,7.2,234,0.7,1,110,220,2016,100,100,40,100,100,60,17,17,13,3.44,22,13.2,85.64
"215","BEAS 100M D/S INDUST.
DISCH. GOINDWAL","PUNJAB","RIVERWATER",12,7,207,0.8,1.2,130,270,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"216","BEAS AT HARIKE, PUNJAB","PUNJAB","RIVERWATER",12,7,224,0.6,1.3,110,220,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"217","BEAS AT D/S PANDOH DAM","HIMACHALPRADESH","RIVERWATER",10,6.5,95,0.1,0,17,140,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"218","EAST KALI BEIN FALLING
INTO RIVER BEAS","PUNJAB","RIVERWATER",13,6.8,646,4.3,2.3,170,430,2016,100,100,0,80,100,60,17,17,10.4,0,22,13.2,79.6
"219","SATLUJ U/S SLAPPER","HIMACHALPRADESH","RIVERWATER",9.9,6.6,182,0.1,0,13,94,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"220","SATLUJ D/S SLAPPER","HIMACHALPRADESH","RIVERWATER",9.9,7.1,178,0.1,0,17,140,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"221","SATLUJ D/S BHAKHRA","HIMACHALPRADESH","RIVERWATER",8,7.1,203,0.2,0,6,210,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"222","SATLUJ 1 KM. D/S OF ZENITH","PUNJAB","RIVERWATER",16,7.2,246,1.6,1,110,430,2016,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24
"223","SATLUJ D/S KIRATPUR SAHIB","PUNJAB","RIVERWATER",15,7.7,213,0.6,0.6,150,350,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"224","SATLUJ U/S HEAD WORKS ROPAR","PUNJAB","RIVERWATER",16,7.3,232,1.4,0.6,140,350,2016,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24
"225","SATLUJ  D/S NFL","PUNJAB","RIVERWATER",15,7.6,228,1,0.4,110,220,2016,100,100,40,100,100,60,17,17,13,3.44,22,13.2,85.64
"226","SATLUJ U/S BUDHA NALLAH (UPPER)","PUNJAB","RIVERWATER",19,7.6,266,1.2,0.6,180,560,2016,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84
"227","SATLUJ 100M D/S BUDHA NALA CONFL., LUDHIANA","PUNJAB","RIVERWATER",19,7.2,402,3.2,1,18134.3000000001,50000,2016,80,100,0,80,100,0,13.6,17,10.4,0,22,0,63
"228","SATLUJ AT BOAT BDG. DHARMKOTNAKODAR ROAD, JALANDHAR","PUNJAB","RIVERWATER",19,7.4,360,2.2,0.8,180,610,2016,80,100,0,100,100,40,13.6,17,13,0,22,8.8,74.4
"229","SATLUJ D/S EAST BEIN BASIN","PUNJAB","RIVERWATER",11,6.6,322,5.2,2,460,1100,2016,100,100,0,80,100,40,17,17,10.4,0,22,8.8,75.2
"230","SATLUJ U/S HUSSANIWALA - H/W FEROZEPUR","PUNJAB","RIVERWATER",14,7.2,211,1,0.6,180,550,2016,100,100,60,100,100,40,17,17,13,5.16,22,8.8,82.96
"231","SATLUJD/S HUSSANIWALA-H/W FEROZEPUR","PUNJAB","RIVERWATER",14,7.3,244,1,0.8,180,560,2016,100,100,40,100,100,40,17,17,13,3.44,22,8.8,81.24
"232","SATLUJ AT BRIDGE HARIKE, AMRITSAR","PUNJAB","RIVERWATER",12,7,262,2.4,1.8,170,430,2016,100,100,40,100,100,60,17,17,13,3.44,22,13.2,85.64
"233","RAVI  U/S MADHOPUR","HIMACHALPRADESH","RIVERWATER",9,7,167,0.1,0,4.5,170,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"234","RAVI U/S CHAMBA","HIMACHALPRADESH","RIVERWATER",8,7.1,100,0.2,0,4,100,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"235","RAVI AT CHAMERA RESERVOIR","HIMACHALPRADESH","RIVERWATER",8.9,7.2,137,0.2,0,3.6,90,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"236","RAVI D/S CHAMERA III HEP","HIMACHALPRADESH","RIVERWATER",7.6,7.3,105,0.1,0,4,90,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"237","RAVID/S OF CHAMBA TOWN","HIMACHALPRADESH","RIVERWATER",8,7.2,125,0.1,0,3.7,120,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"238","RAVI U/S OF MADHOPUR H/W, GURDASPUR","PUNJAB","RIVERWATER",10,7.4,156,0.3,0.2,17,43,2016,100,100,60,100,100,80,17,17,13,5.16,22,17.6,91.76
"239","PARVATI B/C TO BEAS","HIMACHALPRADESH","RIVERWATER",5,6.8,46,0.1,0,11,94,2016,100,100,100,100,100,60,17,17,13,8.6,22,13.2,90.8
"240","PARVATI  U/S MANIKARAN","HIMACHALPRADESH","RIVERWATER",4,6.4,45,0.1,0,8,43,2016,100,80,100,100,100,80,17,13.6,13,8.6,22,17.6,91.8
"241","PARVATI D/S MANIKARAN","HIMACHALPRADESH","RIVERWATER",4,6.8,63,0.1,0,11,63,2016,100,100,100,100,100,60,17,17,13,8.6,22,13.2,90.8
"242","LARGI AT D/S MANDI","HIMACHALPRADESH","RIVERWATER",7,4.2,62,0.1,0,11,70,2016,100,60,100,100,100,60,17,10.2,13,8.6,22,13.2,84
"243","SIRSA , U/S SITOMAJRI NALLAHGARH","HIMACHALPRADESH","RIVERWATER",11,7,157,0.4,0,1.8,8.1,2016,100,100,60,100,100,80,17,17,13,5.16,22,17.6,91.76
"244","SIRSA , D/S NALAGARH BRIDGE","HIMACHALPRADESH","RIVERWATER",12,7.3,548,0.3,0,4,25,2016,100,100,0,100,100,80,17,17,13,0,22,17.6,86.6
"245","SIRSA D/S NALAGARH DISTT. SOLAN","HIMACHALPRADESH","RIVERWATER",12,7.3,462,0.6,0,6.1,24,2016,100,100,0,100,100,80,17,17,13,0,22,17.6,86.6
"246","SWAN D/S NANGAL DISTT. UNA","HIMACHALPRADESH","RIVERWATER",10,7.4,392,0.3,0,6.1,220,2016,100,100,0,100,100,60,17,17,13,0,22,13.2,82.2
"247","SIUEL  D/S SURGANI","HIMACHALPRADESH","RIVERWATER",7.6,7.2,144,0.1,0,3.6,94,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"248","SUKETI KHAD  D/S MANDI","HIMACHALPRADESH","RIVERWATER",13,7.1,173,0.1,0,23,280,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36
"249","BINWA  D/S PAPROLA/BAIJNATH","HIMACHALPRADESH","RIVERWATER",9,6.8,87.6,0.2,0,5.5,170,2016,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08
"250","NEUGAL  D/S THURAL","HIMACHALPRADESH","RIVERWATER",14,7.1,72.6,0.1,0,3.7,110,2016,100,100,100,100,100,60,17,17,13,8.6,22,13.2,90.8
"251","GANGA AT
GARHMUKTESHWAR","UTTARPRADESH","RIVERWATER",16,7,129,1.6,0.2,370,900,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28
"252","GANGA U/S ANOOPSHAHAR","UTTARPRADESH","RIVERWATER",18,7.1,138,1.8,0,210,550,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28
"253","GANGA D/S ANOOPSHAHAR","UTTARPRADESH","RIVERWATER",18,7.3,115,1.4,0,140,410,2016,80,100,80,100,100,60,13.6,17,13,6.88,22,13.2,85.68
"254","GANGA AT NARORA
(BULANDSAHAR)","UTTARPRADESH","RIVERWATER",19,7,115,2.1,0,200,550,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28
"255","GANGA AT KACHHLA GHAT,
ALIGARH","UTTARPRADESH","RIVERWATER",20,7,114,2,0,150,450,2016,80,100,80,100,100,60,13.6,17,13,6.88,22,13.2,85.68
"256","GANGA U/S KANNAUJ
(RAJGHAT)","UTTARPRADESH","RIVERWATER",17,6.9,201,2.4,0.2,1700,2600,2016,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56
"257","GANGA D/S KANNAUJ","UTTARPRADESH","RIVERWATER",17,7,202,2.8,0.2,2000,3500,2016,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56
"258","GANGA AT BITHOOR (KANPUR)","UTTARPRADESH","RIVERWATER",16,6.9,202,2.4,0.2,2000,2700,2016,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56
"259","GANGA U/S KANPUR
(RANIGHAT)","UTTARPRADESH","RIVERWATER",16,7,208,2.6,0.2,2200,3200,2016,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56
"260","GANGA D/S KANPUR (JAJMAU
PUMPING STATION)","UTTARPRADESH","RIVERWATER",16,7.1,227,4.1,0.2,18134.3000000001,50000,2016,80,100,40,80,100,0,13.6,17,10.4,3.44,22,0,66.44
